storage_gb,device_age,has_defect,final_condition_score,shipping_cost,price,title,condition,model_name
64,4,False,4.0,0,15.5,Toys For Girls Beauty Set Kids 3 4 5 6 7 8 9 10 11 Years Age Old Cool Gift Xmas,Brand New,Unknown
